epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
34,158.241,0.37329,0.81429,1,0.95858,0.0290382,0.00967941,0.0290382,0.00967941,0.0290382,0.00967941,0.0290382,0.00967941
35,162.688,0.37821,0.8,1,1.19377,0.0290091,0.00966969,0.0290091,0.00966969,0.0290091,0.00966969,0.0290091,0.00966969
36,166.898,0.34939,0.74286,1,0.84238,0.0289799,0.00965998,0.0289799,0.00965998,0.0289799,0.00965998,0.0289799,0.00965998
37,171.11,0.29575,0.79286,1,0.73971,0.0289508,0.00965026,0.0289508,0.00965026,0.0289508,0.00965026,0.0289508,0.00965026
38,175.267,0.32036,0.77857,1,0.89852,0.0289216,0.00964055,0.0289216,0.00964055,0.0289216,0.00964055,0.0289216,0.00964055
39,179.481,0.35849,0.79286,1,0.7033,0.0288925,0.00963083,0.0288925,0.00963083,0.0288925,0.00963083,0.0288925,0.00963083
40,183.675,0.36853,0.72143,1,1.04522,0.0288634,0.00962112,0.0288634,0.00962112,0.0288634,0.00962112,0.0288634,0.00962112
41,187.96,0.32882,0.76429,1,0.99673,0.0288342,0.0096114,0.0288342,0.0096114,0.0288342,0.0096114,0.0288342,0.0096114
42,192.163,0.33032,0.70714,1,0.92786,0.0288051,0.00960169,0.0288051,0.00960169,0.0288051,0.00960169,0.0288051,0.00960169
43,196.501,0.30739,0.72143,1,0.88137,0.0287759,0.00959197,0.0287759,0.00959197,0.0287759,0.00959197,0.0287759,0.00959197
44,201.832,0.35917,0.73571,1,1.12344,0.0287468,0.00958226,0.0287468,0.00958226,0.0287468,0.00958226,0.0287468,0.00958226
45,207.509,0.2978,0.72857,1,0.99669,0.0287176,0.00957254,0.0287176,0.00957254,0.0287176,0.00957254,0.0287176,0.00957254
46,212.024,0.3423,0.74286,1,1.2197,0.0286885,0.00956283,0.0286885,0.00956283,0.0286885,0.00956283,0.0286885,0.00956283
47,216.507,0.34074,0.77857,1,0.74531,0.0286593,0.00955311,0.0286593,0.00955311,0.0286593,0.00955311,0.0286593,0.00955311
48,220.737,0.30121,0.75714,1,0.83293,0.0286302,0.0095434,0.0286302,0.0095434,0.0286302,0.0095434,0.0286302,0.0095434
49,225.061,0.26474,0.77143,1,0.74764,0.0286011,0.00953368,0.0286011,0.00953368,0.0286011,0.00953368,0.0286011,0.00953368
50,229.507,0.30597,0.79286,1,0.70384,0.0285719,0.00952397,0.0285719,0.00952397,0.0285719,0.00952397,0.0285719,0.00952397
51,234.007,0.27035,0.78571,1,0.69792,0.0285428,0.00951425,0.0285428,0.00951425,0.0285428,0.00951425,0.0285428,0.00951425
52,238.289,0.24787,0.75714,1,0.84319,0.0285136,0.00950454,0.0285136,0.00950454,0.0285136,0.00950454,0.0285136,0.00950454
53,242.689,0.24888,0.74286,1,0.98319,0.0284845,0.00949483,0.0284845,0.00949483,0.0284845,0.00949483,0.0284845,0.00949483
54,247.121,0.26145,0.77143,1,0.73005,0.0284553,0.00948511,0.0284553,0.00948511,0.0284553,0.00948511,0.0284553,0.00948511
55,251.526,0.20133,0.77143,1,0.9306,0.0284262,0.0094754,0.0284262,0.0094754,0.0284262,0.0094754,0.0284262,0.0094754
56,255.945,0.20768,0.76429,1,0.82085,0.028397,0.00946568,0.028397,0.00946568,0.028397,0.00946568,0.028397,0.00946568
57,260.169,0.28528,0.77857,1,1.02942,0.0283679,0.00945597,0.0283679,0.00945597,0.0283679,0.00945597,0.0283679,0.00945597
58,264.332,0.23589,0.7,1,1.19823,0.0283388,0.00944625,0.0283388,0.00944625,0.0283388,0.00944625,0.0283388,0.00944625
59,268.607,0.22512,0.75,1,1.01624,0.0283096,0.00943654,0.0283096,0.00943654,0.0283096,0.00943654,0.0283096,0.00943654
