epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
114,840.944,0.14381,0.75,1,1.16704,0.000863246,0.000863246,0.000863246
115,848.268,0.13814,0.77143,1,0.97768,0.000861053,0.000861053,0.000861053
116,855.528,0.16335,0.80714,1,0.78264,0.000858861,0.000858861,0.000858861
117,862.907,0.15205,0.78571,1,0.90278,0.000856668,0.000856668,0.000856668
118,870.294,0.12685,0.8,1,0.98225,0.000854476,0.000854476,0.000854476
119,877.567,0.11799,0.79286,1,0.94803,0.000852283,0.000852283,0.000852283
120,884.82,0.13376,0.77143,1,1.19131,0.000850091,0.000850091,0.000850091
121,892.119,0.09746,0.76429,1,0.95843,0.000847898,0.000847898,0.000847898
122,899.402,0.09194,0.72857,1,0.88554,0.000845706,0.000845706,0.000845706
123,906.732,0.12474,0.78571,1,1.0262,0.000843513,0.000843513,0.000843513
124,914.032,0.12576,0.75,1,0.97112,0.000841321,0.000841321,0.000841321
125,921.415,0.11214,0.80714,1,0.96404,0.000839128,0.000839128,0.000839128
126,928.864,0.11994,0.82143,1,1.03867,0.000836936,0.000836936,0.000836936
127,936.183,0.11125,0.80714,1,0.79602,0.000834743,0.000834743,0.000834743
128,943.512,0.11763,0.8,1,0.71294,0.000832551,0.000832551,0.000832551
129,950.911,0.12489,0.82143,1,0.69693,0.000830358,0.000830358,0.000830358
130,958.213,0.11504,0.77143,1,0.86676,0.000828166,0.000828166,0.000828166
131,965.528,0.09685,0.74286,1,1.15106,0.000825973,0.000825973,0.000825973
132,972.884,0.0831,0.78571,1,1.11086,0.000823781,0.000823781,0.000823781
133,980.251,0.11174,0.77143,1,0.99841,0.000821588,0.000821588,0.000821588
134,987.556,0.08807,0.78571,1,0.84128,0.000819396,0.000819396,0.000819396
135,994.863,0.09021,0.75,1,0.78836,0.000817203,0.000817203,0.000817203
136,1002.24,0.12466,0.75714,1,0.86594,0.000815011,0.000815011,0.000815011
137,1009.53,0.11756,0.77857,1,0.9387,0.000812818,0.000812818,0.000812818
138,1016.86,0.12701,0.79286,1,0.8004,0.000810626,0.000810626,0.000810626
139,1024.19,0.10716,0.75,1,0.90948,0.000808433,0.000808433,0.000808433
140,1031.54,0.13454,0.77143,1,1.02694,0.000806241,0.000806241,0.000806241
141,1038.86,0.11017,0.77857,1,0.82131,0.000804048,0.000804048,0.000804048
142,1046.21,0.12295,0.76429,1,0.77171,0.000801856,0.000801856,0.000801856
143,1053.55,0.11078,0.82143,1,0.70287,0.000799663,0.000799663,0.000799663
144,1060.83,0.10252,0.77857,1,0.94339,0.00079747,0.00079747,0.00079747
145,1068.12,0.10006,0.76429,1,0.77337,0.000795278,0.000795278,0.000795278
146,1075.47,0.08303,0.73571,1,0.87001,0.000793085,0.000793085,0.000793085
147,1082.78,0.11226,0.79286,1,0.70658,0.000790893,0.000790893,0.000790893
148,1090.09,0.08973,0.82143,1,0.74065,0.0007887,0.0007887,0.0007887
149,1097.43,0.07153,0.78571,1,0.8631,0.000786508,0.000786508,0.000786508
150,1104.8,0.08559,0.77143,1,0.89932,0.000784315,0.000784315,0.000784315
151,1112.19,0.07724,0.83571,1,1.10879,0.000782123,0.000782123,0.000782123
152,1119.78,0.11082,0.83571,1,0.75805,0.00077993,0.00077993,0.00077993
153,1126.93,0.11141,0.76429,1,0.76055,0.000777738,0.000777738,0.000777738
154,1133.94,0.09108,0.79286,1,0.86541,0.000775545,0.000775545,0.000775545
155,1140.95,0.09046,0.8,1,1.26324,0.000773353,0.000773353,0.000773353
156,1147.92,0.06703,0.80714,1,0.96584,0.00077116,0.00077116,0.00077116
157,1154.87,0.05893,0.79286,1,1.27489,0.000768968,0.000768968,0.000768968
158,1161.76,0.09339,0.76429,1,1.06808,0.000766775,0.000766775,0.000766775
159,1168.65,0.09664,0.74286,1,1.14961,0.000764583,0.000764583,0.000764583
160,1175.61,0.09065,0.8,1,1.09393,0.00076239,0.00076239,0.00076239
161,1182.47,0.06441,0.8,1,0.95715,0.000760198,0.000760198,0.000760198
162,1189.33,0.07751,0.75714,1,0.95921,0.000758005,0.000758005,0.000758005
163,1196.2,0.07429,0.71429,1,0.91342,0.000755813,0.000755813,0.000755813
164,1203.23,0.06701,0.81429,1,0.89579,0.00075362,0.00075362,0.00075362
165,1210.25,0.08478,0.75714,1,1.19323,0.000751428,0.000751428,0.000751428
166,1217.36,0.08282,0.73571,1,1.16203,0.000749235,0.000749235,0.000749235
167,1224.4,0.07644,0.73571,1,1.1011,0.000747043,0.000747043,0.000747043
168,1231.44,0.09434,0.75714,1,0.89678,0.00074485,0.00074485,0.00074485
169,1238.38,0.08504,0.77143,1,0.76874,0.000742658,0.000742658,0.000742658
170,1245.32,0.06707,0.79286,1,0.71239,0.000740465,0.000740465,0.000740465
171,1252.22,0.06793,0.80714,1,0.73377,0.000738273,0.000738273,0.000738273
172,1259.15,0.07204,0.78571,1,0.77737,0.00073608,0.00073608,0.00073608
173,1265.99,0.06449,0.77857,1,0.96196,0.000733888,0.000733888,0.000733888
174,1272.89,0.08207,0.78571,1,1.05845,0.000731695,0.000731695,0.000731695
175,1279.81,0.06543,0.80714,1,1.06214,0.000729503,0.000729503,0.000729503
176,1286.73,0.06798,0.78571,1,1.02161,0.00072731,0.00072731,0.00072731
177,1293.61,0.0601,0.77143,1,0.99175,0.000725118,0.000725118,0.000725118
178,1300.53,0.06613,0.76429,1,1.09893,0.000722925,0.000722925,0.000722925
179,1307.45,0.04735,0.77857,1,0.96678,0.000720732,0.000720732,0.000720732
180,1314.39,0.05674,0.76429,1,1.03722,0.00071854,0.00071854,0.00071854
181,1321.34,0.06594,0.8,1,0.88377,0.000716347,0.000716347,0.000716347
182,1328.23,0.04436,0.76429,1,1.06456,0.000714155,0.000714155,0.000714155
183,1335.14,0.06777,0.75,1,0.90639,0.000711962,0.000711962,0.000711962
184,1342.04,0.04391,0.77143,1,1.11408,0.00070977,0.00070977,0.00070977
185,1348.98,0.04332,0.75,1,1.05711,0.000707577,0.000707577,0.000707577
186,1355.88,0.07226,0.75714,1,0.9437,0.000705385,0.000705385,0.000705385
187,1362.75,0.08816,0.74286,1,0.97067,0.000703192,0.000703192,0.000703192
188,1369.66,0.08688,0.75,1,0.96693,0.000701,0.000701,0.000701
189,1376.62,0.05715,0.76429,1,1.24969,0.000698807,0.000698807,0.000698807
190,1383.54,0.05574,0.75714,1,1.39307,0.000696615,0.000696615,0.000696615
191,1390.43,0.07133,0.76429,1,1.09747,0.000694422,0.000694422,0.000694422
192,1397.35,0.07144,0.75714,1,1.10375,0.00069223,0.00069223,0.00069223
193,1404.29,0.0615,0.75714,1,1.31978,0.000690037,0.000690037,0.000690037
194,1411.25,0.07782,0.73571,1,1.3994,0.000687845,0.000687845,0.000687845
195,1418.17,0.07859,0.75,1,1.13177,0.000685652,0.000685652,0.000685652
196,1425.1,0.05739,0.77143,1,1.00916,0.00068346,0.00068346,0.00068346
197,1432.03,0.10844,0.73571,1,0.98537,0.000681267,0.000681267,0.000681267
198,1438.94,0.08687,0.78571,1,0.93085,0.000679075,0.000679075,0.000679075
199,1445.87,0.07171,0.80714,1,1.09969,0.000676882,0.000676882,0.000676882
200,1452.84,0.11399,0.77143,1,1.12943,0.00067469,0.00067469,0.00067469
201,1459.74,0.06058,0.77857,1,1.16404,0.000672497,0.000672497,0.000672497
202,1466.64,0.06514,0.77143,1,0.99911,0.000670305,0.000670305,0.000670305
203,1473.59,0.07336,0.74286,1,1.27837,0.000668112,0.000668112,0.000668112
204,1480.59,0.05953,0.79286,1,1.03541,0.00066592,0.00066592,0.00066592
205,1487.5,0.07039,0.8,1,1.02919,0.000663727,0.000663727,0.000663727
206,1494.36,0.0629,0.75714,1,0.85604,0.000661535,0.000661535,0.000661535
207,1501.32,0.04911,0.8,1,0.7654,0.000659342,0.000659342,0.000659342
208,1508.29,0.04937,0.81429,1,1.0079,0.00065715,0.00065715,0.00065715
209,1515.21,0.07317,0.78571,1,0.84104,0.000654957,0.000654957,0.000654957
210,1522.15,0.12077,0.82143,1,0.84679,0.000652765,0.000652765,0.000652765
211,1529.05,0.12382,0.78571,1,0.96349,0.000650572,0.000650572,0.000650572
212,1536.06,0.06451,0.76429,1,1.03272,0.00064838,0.00064838,0.00064838
213,1542.94,0.09632,0.77857,1,1.11919,0.000646187,0.000646187,0.000646187
214,1549.84,0.08376,0.8,1,1.02413,0.000643995,0.000643995,0.000643995
215,1556.77,0.09231,0.8,1,1.27024,0.000641802,0.000641802,0.000641802
216,1563.77,0.06785,0.76429,1,1.1696,0.000639609,0.000639609,0.000639609
217,1570.7,0.06873,0.75,1,1.04133,0.000637417,0.000637417,0.000637417
218,1577.67,0.08026,0.73571,1,1.01103,0.000635224,0.000635224,0.000635224
219,1584.76,0.05672,0.75,1,1.01371,0.000633032,0.000633032,0.000633032
220,1591.65,0.06817,0.76429,1,0.9076,0.000630839,0.000630839,0.000630839
221,1598.56,0.08048,0.75714,1,0.86,0.000628647,0.000628647,0.000628647
222,1605.49,0.07159,0.78571,1,1.09818,0.000626454,0.000626454,0.000626454
223,1612.4,0.05122,0.78571,1,1.15607,0.000624262,0.000624262,0.000624262
224,1619.33,0.07457,0.77857,1,0.96161,0.000622069,0.000622069,0.000622069
225,1626.26,0.09144,0.78571,1,0.88668,0.000619877,0.000619877,0.000619877
226,1633.14,0.06789,0.76429,1,1.12055,0.000617684,0.000617684,0.000617684
227,1640.03,0.07689,0.74286,1,1.01342,0.000615492,0.000615492,0.000615492
228,1646.93,0.05191,0.71429,1,1.27382,0.000613299,0.000613299,0.000613299
229,1653.8,0.04582,0.74286,1,0.98269,0.000611107,0.000611107,0.000611107
230,1660.68,0.05352,0.75,1,1.00985,0.000608914,0.000608914,0.000608914
231,1667.53,0.06683,0.74286,1,0.87524,0.000606722,0.000606722,0.000606722
232,1674.4,0.06933,0.78571,1,1.28983,0.000604529,0.000604529,0.000604529
233,1681.27,0.07208,0.75714,1,1.04471,0.000602337,0.000602337,0.000602337
234,1688.15,0.10321,0.78571,1,1.03239,0.000600144,0.000600144,0.000600144
235,1695.01,0.04777,0.80714,1,0.87204,0.000597952,0.000597952,0.000597952
236,1701.89,0.05548,0.78571,1,0.93898,0.000595759,0.000595759,0.000595759
237,1708.77,0.04403,0.82143,1,0.98572,0.000593567,0.000593567,0.000593567
238,1715.62,0.07828,0.77143,1,1.02259,0.000591374,0.000591374,0.000591374
239,1722.51,0.0964,0.8,1,1.18708,0.000589182,0.000589182,0.000589182
240,1729.46,0.07759,0.79286,1,0.97141,0.000586989,0.000586989,0.000586989
241,1736.31,0.04536,0.79286,1,0.98089,0.000584797,0.000584797,0.000584797
242,1743.2,0.0693,0.8,1,0.82376,0.000582604,0.000582604,0.000582604
243,1750.05,0.04623,0.8,1,0.99899,0.000580412,0.000580412,0.000580412
244,1757,0.04818,0.79286,1,1.03386,0.000578219,0.000578219,0.000578219
245,1763.92,0.04385,0.80714,1,0.90567,0.000576027,0.000576027,0.000576027
246,1770.84,0.04499,0.79286,1,1.02645,0.000573834,0.000573834,0.000573834
247,1777.74,0.05432,0.78571,1,0.87171,0.000571642,0.000571642,0.000571642
248,1784.62,0.05645,0.79286,1,0.85072,0.000569449,0.000569449,0.000569449
249,1791.5,0.06424,0.77143,1,0.90718,0.000567257,0.000567257,0.000567257
250,1798.4,0.05326,0.79286,1,0.87322,0.000565064,0.000565064,0.000565064
251,1805.33,0.02584,0.75714,1,1.03167,0.000562871,0.000562871,0.000562871
